Enrollment_no,Name,Technology,Welcome_test,Presentation,Mini_projects,Hrskills,Project_presentation,Project_submission,Attendance,Discipline,Grade
2229,Rohit Joshi,Java,43,107,91,117,174,209,100,76,A++
2230,Meera Singh,Web Dev,45,93,85,103,226,240,79,86,A++
2231,Ravi Patel,Java,30,136,90,115,220,295,77,98,A++
2232,Priya Gupta,AI,47,130,80,124,187,263,76,77,A++
2233,Priya Sharma,AI,44,145,92,95,238,296,92,65,A++
2234,Ravi Deshmukh,Web Dev,37,149,87,93,217,214,94,89,A++
2235,Sana Joshi,IoT,47,97,79,142,208,230,95,89,A++
2236,Karan Verma,Java,33,126,68,99,193,238,73,84,A++
2237,Nisha Gupta,Java,49,145,75,132,196,247,77,94,A++
2238,Sneha Nair,Data Sci,46,92,98,128,200,249,89,79,A++
2239,Aditya Joshi,Web Dev,35,114,82,140,216,227,99,74,A++
2240,Rohit Nair,AI,42,99,64,95,218,232,71,91,A++
2241,Rohit Rana,Web Dev,40,119,100,111,236,241,71,71,A++
2242,Karan Singh,Data Sci,46,94,70,93,194,235,92,70,A+
2243,Aryan Joshi,ML,46,103,91,124,189,203,84,61,A++
2244,Sana Roy,Robotics,45,112,69,95,249,237,79,81,A++
2245,Nisha Deshmukh,Data Sci,34,97,60,134,169,211,88,98,A+
2246,Nisha Roy,AI,39,138,74,149,236,244,75,88,A++
2247,Rahul Gupta,Web Dev,38,145,72,150,246,299,82,75,A++
2248,Aryan Joshi,Web Dev,42,94,76,93,172,257,77,68,A+
2249,Anjali Gupta,Web Dev,49,131,91,124,164,223,88,91,A++
2250,Ravi Sharma,AI,40,130,87,145,188,266,89,92,A++
2251,Neha Roy,ML,31,103,84,111,240,280,82,85,A++
2252,Anjali Singh,Web Dev,38,131,71,107,242,208,79,93,A++
2253,Neha Joshi,IoT,41,107,77,114,199,273,78,67,A++
2254,Anjali Iyer,Robotics,34,147,77,136,237,205,90,79,A++
2255,Neha Iyer,Web Dev,37,114,64,96,177,291,99,79,A++
2256,Meera Singh,IoT,33,110,70,148,240,290,72,91,A++
2257,Aryan Joshi,ML,32,139,67,95,173,300,97,71,A++
2258,Rahul Yadav,AI,45,116,89,108,247,249,74,86,A++
2259,Divya Deshmukh,Data Sci,36,94,70,136,202,272,73,68,A++
2260,Sana Roy,IoT,38,124,94,106,187,209,70,81,A++
2261,Nisha Roy,Robotics,40,113,95,135,248,207,70,70,A++
2262,Karan Sharma,Web Dev,45,134,79,97,177,282,100,69,A++
2263,Nisha Joshi,IoT,32,95,84,129,172,204,90,84,A+
2264,Anjali Gupta,Data Sci,44,114,78,98,220,239,86,60,A++
2265,Vikas Nair,Web Dev,37,128,92,150,170,243,74,96,A++
2266,Sneha Singh,Web Dev,42,94,84,106,182,300,93,79,A++
2267,Priya Deshmukh,IoT,38,136,84,131,213,204,92,83,A++
2268,Meera Gupta,Robotics,40,105,67,140,185,281,78,87,A++
2269,Aditya Kapoor,IoT,30,144,93,148,161,274,80,97,A++
2270,Divya Singh,IoT,43,138,78,133,163,300,73,74,A++
2271,Sneha Yadav,IoT,38,94,65,98,201,271,74,93,A++
2272,Priya Kapoor,Web Dev,43,129,91,100,164,219,79,61,A+
2273,Aditya Joshi,Java,34,140,91,95,190,259,93,66,A++
2274,Priya Nair,ML,30,131,86,99,176,270,79,74,A++
2275,Karan Verma,AI,33,99,93,104,244,219,85,64,A++
2276,Anjali Rana,Data Sci,32,135,72,121,202,236,83,88,A++
2277,Rahul Patel,ML,35,115,67,123,181,296,93,68,A++
2278,Karan Joshi,IoT,41,140,63,141,233,243,88,95,A++
2279,Aryan Chawla,Web Dev,30,121,84,143,234,292,85,73,A++
2280,Aditya Roy,AI,30,128,77,121,211,288,70,67,A++
2281,Neha Mehta,Java,40,142,95,127,174,248,77,99,A++
2282,Divya Sharma,Data Sci,50,125,63,99,203,249,73,81,A++
2283,Vikas Rana,Java,48,140,88,111,183,282,81,99,A++
2284,Meera Verma,Data Sci,39,149,61,96,161,244,86,98,A++
2285,Rahul Patel,Robotics,33,140,98,123,206,274,91,66,A++
2286,Nisha Mehta,ML,42,130,96,128,245,247,90,92,A++
2287,Sana Iyer,Web Dev,35,137,89,117,242,252,80,82,A++
2288,Neha Mehta,Web Dev,31,90,77,123,231,279,72,73,A++
2289,Meera Mehta,ML,48,150,63,107,240,232,80,87,A++
2290,Rohit Deshmukh,Data Sci,48,124,97,122,213,201,87,86,A++
2291,Meera Singh,Web Dev,38,121,90,93,206,267,74,65,A++
2292,Sneha Verma,Java,49,135,92,99,174,297,85,60,A++
2293,Vikas Verma,Java,42,125,83,118,169,247,99,76,A++
2294,Sneha Singh,Java,41,129,68,97,237,279,94,89,A++
2295,Ravi Sharma,IoT,50,146,78,97,244,255,94,86,A++
2296,Priya Deshmukh,ML,45,133,63,114,186,252,97,88,A++
2297,Vikas Singh,Java,33,122,79,117,222,214,94,90,A++
2298,Sneha Singh,AI,32,117,62,127,170,218,79,87,A+
2299,Meera Sharma,Web Dev,33,142,72,117,174,220,74,79,A++
2300,Priya Sharma,ML,40,91,79,116,219,280,78,100,A++
2301,Sana Yadav,ML,41,126,82,103,249,216,89,69,A++
2302,Aryan Sharma,Robotics,50,100,82,119,219,240,70,96,A++
2303,Meera Yadav,IoT,39,123,82,141,163,205,81,76,A++
2304,Sana Rana,Robotics,43,106,70,93,213,283,81,99,A++
2305,Rohit Patel,Java,50,145,72,92,234,271,90,93,A++
2306,Rahul Deshmukh,Robotics,37,114,62,144,183,215,89,96,A++
2307,Neha Mehta,ML,30,108,62,101,230,277,86,82,A++
2308,Karan Patel,IoT,42,118,90,135,198,210,95,79,A++
2309,Nisha Deshmukh,Java,41,148,98,148,217,278,89,94,A++
2310,Priya Nair,Data Sci,35,94,61,120,208,295,74,94,A++
2311,Divya Joshi,AI,42,114,76,128,205,230,86,74,A++
2312,Sana Deshmukh,Java,44,118,97,118,217,212,90,68,A++
2313,Ravi Roy,Robotics,43,120,71,97,179,208,92,60,A+
2314,Rahul Iyer,Web Dev,48,126,68,91,205,270,76,98,A++
2315,Aryan Gupta,ML,31,110,100,108,250,251,82,67,A++
2316,Rahul Patel,IoT,32,104,93,145,234,241,82,74,A++
2317,Vikas Joshi,ML,39,134,72,147,172,206,87,89,A++
2318,Rahul Yadav,Robotics,49,136,97,127,240,242,84,61,A++
2319,Divya Joshi,Java,49,150,77,110,232,257,87,91,A++
2320,Anjali Rana,Web Dev,48,137,82,120,213,271,75,90,A++
2321,Aditya Chawla,IoT,42,111,87,129,215,228,85,93,A++
2322,Nisha Deshmukh,AI,44,92,95,92,201,259,79,79,A++
2323,Aditya Verma,Data Sci,34,132,94,133,188,293,71,86,A++
2324,Anjali Singh,ML,48,102,100,90,173,237,97,73,A++
2325,Priya Verma,ML,45,145,62,97,243,274,94,88,A++
2326,Divya Verma,IoT,49,127,100,131,229,214,99,76,A++
2327,Divya Roy,AI,44,135,70,94,246,298,96,64,A++
2328,Neha Mehta,AI,37,97,98,90,184,284,81,63,A++
2329,Meera Patel,AI,45,93,94,90,211,252,87,79,A++
2330,Aditya Singh,Java,45,116,86,112,210,213,99,68,A++
2331,Ravi Kapoor,Web Dev,33,128,72,127,218,247,87,89,A++
2332,Priya Roy,ML,40,119,65,139,220,224,77,75,A++
2333,Rohit Yadav,AI,49,139,73,132,203,295,75,88,A++
2334,Anjali Deshmukh,Java,47,135,91,90,197,226,97,65,A++
2335,Karan Iyer,Robotics,30,138,99,139,218,219,92,97,A++
2336,Sana Sharma,Robotics,34,138,70,122,163,265,97,60,A++
2337,Sneha Roy,IoT,46,123,93,121,214,288,87,80,A++
2338,Divya Yadav,ML,44,148,80,144,223,299,97,84,A++
2339,Vikas Singh,Data Sci,36,90,82,126,167,284,86,90,A++
2340,Aryan Roy,Web Dev,36,124,80,127,200,248,70,92,A++
2341,Sana Iyer,AI,33,116,74,91,185,270,76,78,A++
2342,Meera Chawla,ML,30,135,88,115,208,272,90,86,A++
2343,Aditya Rana,Data Sci,43,117,100,95,174,297,93,95,A++
2344,Rohit Verma,Java,33,127,83,145,230,254,78,92,A++
2345,Anjali Joshi,Data Sci,42,135,76,131,217,221,84,84,A++
2346,Priya Nair,AI,34,98,86,143,250,220,72,99,A++
2347,Rohit Singh,Web Dev,46,147,89,145,216,291,89,64,A++
2348,Neha Joshi,Data Sci,40,145,62,136,238,260,93,81,A++
2349,Meera Iyer,AI,47,142,73,94,235,224,90,92,A++
2350,Anjali Verma,IoT,31,93,95,120,230,200,90,63,A++
2351,Nisha Nair,AI,41,128,75,108,166,280,98,62,A++
2352,Karan Nair,AI,35,140,78,119,188,270,74,96,A++
2353,Priya Mehta,Java,44,114,74,103,221,246,82,62,A++
2354,Aditya Deshmukh,ML,34,104,64,100,169,209,97,97,A+
2355,Sneha Verma,IoT,50,143,63,90,240,261,96,64,A++
2356,Rohit Verma,IoT,39,99,83,106,183,238,73,100,A++
2357,Divya Singh,Java,31,114,69,131,205,221,73,79,A++
2358,Meera Rana,Java,36,129,62,143,196,235,72,71,A++
2359,Ravi Roy,IoT,47,91,82,143,164,292,73,69,A++
2360,Vikas Roy,Robotics,39,147,97,97,184,213,70,89,A++
2361,Sana Mehta,AI,35,97,91,120,206,270,79,69,A++
2362,Ravi Joshi,Web Dev,35,124,96,107,247,247,71,95,A++
2363,Neha Rana,IoT,37,141,79,146,206,241,80,71,A++
2364,Divya Sharma,Robotics,46,145,61,120,185,206,89,71,A++
2365,Sana Roy,Data Sci,49,121,71,96,247,247,78,75,A++
2366,Aryan Deshmukh,Data Sci,38,96,71,94,203,264,91,75,A++
2367,Anjali Singh,Data Sci,49,124,68,98,217,231,92,100,A++
2368,Aditya Gupta,Data Sci,36,147,90,102,187,232,95,71,A++
2369,Rahul Verma,ML,38,140,84,134,206,294,88,69,A++
2370,Rahul Sharma,Java,30,128,72,145,214,223,70,96,A++
2371,Meera Roy,Java,42,132,64,117,167,233,71,85,A++
2372,Aryan Rana,Java,45,147,93,122,163,220,77,78,A++
2373,Sana Gupta,AI,46,105,83,103,189,267,71,63,A++
2374,Rahul Iyer,Java,39,142,94,91,180,213,75,98,A++
2375,Vikas Patel,Robotics,48,139,77,94,227,222,84,66,A++
2376,Rahul Sharma,ML,45,144,64,108,217,280,70,72,A++
2377,Anjali Patel,Java,34,119,86,95,230,297,74,99,A++
2378,Aryan Verma,Robotics,31,98,90,106,163,247,93,92,A++
2379,Meera Nair,IoT,46,135,69,106,218,202,87,84,A++
2380,Karan Chawla,AI,49,104,81,129,240,254,87,62,A++
2381,Meera Singh,AI,32,135,91,101,231,228,97,63,A++
2382,Rohit Joshi,Robotics,32,121,77,116,172,251,73,98,A++
2383,Priya Verma,ML,30,144,86,120,182,250,75,99,A++
2384,Aryan Sharma,Robotics,34,118,68,98,170,283,89,90,A++
2385,Priya Chawla,Robotics,34,136,91,109,206,283,100,78,A++
2386,Anjali Mehta,Robotics,34,92,83,106,213,212,98,69,A++
2387,Ravi Gupta,IoT,40,149,82,95,181,279,79,90,A++
2388,Divya Rana,Data Sci,38,104,85,119,211,291,83,79,A++
2389,Vikas Mehta,IoT,40,149,64,115,232,271,76,82,A++
2390,Sana Mehta,Data Sci,45,135,62,122,215,240,82,70,A++
2391,Aditya Yadav,IoT,35,129,72,140,249,201,92,95,A++
2392,Karan Mehta,AI,47,99,100,113,220,259,95,86,A++
2393,Vikas Joshi,Web Dev,33,111,94,139,224,219,85,88,A++
2394,Rahul Rana,Web Dev,30,106,79,104,195,226,90,90,A++
2395,Aryan Rana,AI,30,143,76,135,160,235,70,89,A++
2396,Aditya Sharma,Robotics,37,114,98,114,201,225,88,62,A++
2397,Meera Roy,Java,36,94,95,107,172,252,98,82,A++
2398,Anjali Verma,Java,30,91,61,101,223,210,83,60,A+
2399,Aditya Rana,Data Sci,35,143,83,121,172,271,77,87,A++
2400,Divya Verma,ML,43,136,97,140,163,202,90,60,A++
2401,Ravi Verma,Robotics,32,119,61,102,191,201,90,77,A+
2402,Rohit Joshi,ML,43,146,98,144,202,297,70,71,A++
2403,Vikas Joshi,ML,48,131,85,134,191,266,73,84,A++
2404,Aditya Rana,Java,39,106,72,91,228,293,76,95,A++
2405,Vikas Rana,Web Dev,38,102,79,102,209,221,77,76,A++
2406,Aryan Mehta,Java,50,114,82,103,199,264,70,87,A++
2407,Aryan Roy,ML,34,105,67,115,241,293,98,75,A++
2408,Rohit Kapoor,ML,37,129,74,102,250,226,91,88,A++
2409,Divya Verma,Java,42,114,65,120,200,201,86,70,A+
2410,Anjali Verma,Robotics,30,111,73,128,176,200,89,91,A+
2411,Sneha Patel,Web Dev,35,136,70,100,197,262,87,94,A++
2412,Meera Yadav,Robotics,43,125,89,138,246,285,72,89,A++
2413,Priya Rana,AI,33,127,86,92,245,235,81,83,A++
2414,Neha Singh,ML,41,108,71,149,197,288,94,79,A++
2415,Anjali Singh,AI,43,135,99,107,198,242,75,69,A++
2416,Sana Sharma,Web Dev,50,99,82,108,165,232,75,65,A+
2417,Nisha Kapoor,IoT,31,110,62,134,216,228,82,67,A++
2418,Rahul Sharma,Web Dev,43,105,80,95,203,275,70,72,A++
2419,Karan Kapoor,Robotics,45,110,96,101,228,266,99,64,A++
2420,Vikas Patel,Web Dev,30,139,100,106,216,214,82,83,A++
2421,Meera Roy,Java,49,136,60,128,218,201,89,69,A++
2422,Priya Singh,AI,32,117,89,140,189,257,77,77,A++
2423,Sneha Roy,Robotics,38,149,91,110,188,249,90,90,A++
2424,Rohit Joshi,Java,42,107,91,141,249,266,74,75,A++
2425,Anjali Verma,AI,45,94,69,134,246,228,83,74,A++
2426,Divya Patel,IoT,36,131,72,102,244,206,70,61,A++
2427,Rahul Sharma,Data Sci,46,114,98,90,226,230,88,66,A++
2428,Rahul Patel,Data Sci,48,126,93,149,191,272,90,68,A++
2429,Priya Kapoor,Web Dev,41,122,75,132,202,283,73,66,A++
2430,Anjali Kapoor,ML,37,110,95,111,197,281,94,89,A++
2431,Ravi Roy,Data Sci,41,116,97,148,214,257,90,100,A++
2432,Sneha Deshmukh,Java,45,145,78,133,192,234,95,91,A++
2433,Rohit Mehta,Robotics,43,125,66,107,198,264,80,60,A++
2434,Anjali Kapoor,Java,50,137,70,110,164,205,81,81,A+
2435,Priya Joshi,Web Dev,34,132,95,105,174,248,100,96,A++
2436,Meera Yadav,Web Dev,44,98,81,120,207,213,93,91,A++
2437,Sana Yadav,Web Dev,43,143,94,123,183,270,83,92,A++
2438,Aditya Joshi,Data Sci,39,103,77,99,200,292,86,75,A++
2439,Anjali Sharma,Data Sci,35,127,78,96,160,219,87,65,A+
2440,Priya Mehta,IoT,47,111,84,139,221,242,73,62,A++
2441,Neha Deshmukh,Robotics,37,149,83,120,238,236,89,77,A++
2442,Priya Verma,AI,47,91,97,125,214,211,77,74,A++
2443,Aditya Nair,Web Dev,37,103,80,109,165,231,82,70,A+
2444,Ravi Rana,IoT,42,129,61,139,165,246,73,95,A++
2445,Divya Deshmukh,Data Sci,34,115,93,104,207,289,75,85,A++
2446,Anjali Mehta,Java,43,132,94,116,206,200,96,93,A++
2447,Divya Gupta,Web Dev,38,134,81,117,221,230,77,80,A++
2448,Anjali Nair,ML,37,106,66,120,224,290,76,89,A++
2449,Sana Singh,Java,50,144,87,111,164,256,91,96,A++
2450,Divya Rana,AI,33,116,72,149,219,296,98,82,A++
2451,Meera Yadav,AI,40,136,92,91,209,254,88,71,A++
2452,Ravi Mehta,IoT,43,149,78,114,160,295,73,78,A++
2453,Priya Iyer,Java,37,146,94,107,172,269,79,98,A++
2454,Aditya Sharma,AI,32,106,72,115,223,269,77,79,A++
2455,Sana Patel,Web Dev,46,101,83,137,161,234,71,67,A++
2456,Ravi Yadav,ML,39,92,85,131,194,286,73,78,A++
2457,Nisha Kapoor,Robotics,39,99,87,90,215,295,84,79,A++
2458,Anjali Joshi,Data Sci,41,137,71,136,198,215,91,68,A++
2459,Nisha Gupta,ML,35,126,71,133,241,230,94,67,A++
2460,Sana Singh,Web Dev,30,106,90,90,164,262,83,69,A+
2461,Sana Sharma,ML,30,141,67,139,164,269,85,98,A++
2462,Priya Iyer,Data Sci,36,91,92,100,185,259,94,74,A++
2463,Vikas Chawla,AI,48,106,88,127,190,286,86,70,A++
2464,Rahul Chawla,AI,42,103,97,97,212,255,72,61,A++
2465,Nisha Rana,Data Sci,35,110,90,101,209,232,85,87,A++
2466,Aditya Deshmukh,ML,47,121,64,131,180,286,91,82,A++
2467,Nisha Iyer,AI,44,137,70,133,205,207,86,70,A++
2468,Ravi Sharma,Java,35,140,64,145,176,248,100,86,A++
2469,Aryan Mehta,AI,37,91,70,97,211,236,85,88,A++
2470,Neha Iyer,Data Sci,49,111,77,122,204,236,71,75,A++
2471,Neha Roy,IoT,38,122,61,128,169,242,86,99,A++
2472,Rahul Sharma,ML,49,99,73,97,238,265,97,98,A++
2473,Vikas Gupta,Robotics,46,136,62,144,174,254,80,73,A++
2474,Nisha Chawla,Robotics,43,107,86,90,239,263,83,98,A++
2475,Sneha Chawla,Java,43,92,62,103,233,257,70,74,A++
2476,Nisha Rana,AI,50,94,80,93,207,280,91,76,A++
2477,Sana Iyer,IoT,31,93,86,103,219,256,92,93,A++
2478,Priya Patel,IoT,39,117,75,95,209,260,87,90,A++
2479,Aditya Roy,Java,45,123,80,143,209,243,75,88,A++
2480,Nisha Patel,Data Sci,46,95,98,98,235,272,70,99,A++
2481,Nisha Yadav,Data Sci,31,112,82,139,217,249,71,92,A++
2482,Aryan Sharma,Web Dev,38,94,80,149,217,214,89,65,A++
2483,Vikas Iyer,ML,32,137,78,103,231,288,81,83,A++
2484,Ravi Yadav,Data Sci,49,124,63,112,166,200,78,84,A+
2485,Nisha Nair,Web Dev,48,100,90,137,198,283,89,77,A++
2486,Rahul Chawla,Java,33,135,80,135,184,263,76,74,A++
2487,Ravi Nair,AI,35,133,73,101,202,273,70,91,A++
2488,Sneha Sharma,Web Dev,43,150,88,142,179,218,84,71,A++
2489,Rohit Singh,Data Sci,31,145,96,90,174,222,94,72,A++
2490,Vikas Mehta,Data Sci,31,103,62,148,224,246,95,77,A++
2491,Priya Roy,Data Sci,43,126,99,134,178,251,88,77,A++
2492,Rohit Mehta,ML,44,130,65,104,190,236,95,90,A++
2493,Rahul Kapoor,Robotics,30,114,96,106,243,276,74,93,A++
2494,Rohit Kapoor,Robotics,31,117,99,149,172,208,91,79,A++
2495,Anjali Sharma,Web Dev,48,93,63,117,245,228,85,93,A++
2496,Rahul Mehta,Robotics,35,131,85,102,241,295,100,95,A++
2497,Sana Mehta,Data Sci,48,148,67,138,174,245,73,79,A++
2498,Rahul Singh,Web Dev,50,120,80,112,220,210,86,98,A++
2499,Nisha Kapoor,IoT,39,142,65,128,226,225,78,96,A++
2500,Aditya Singh,Data Sci,34,90,65,110,181,298,94,62,A++
2501,Nisha Gupta,AI,42,105,75,131,198,272,98,70,A++
2502,Priya Rana,Web Dev,50,92,100,94,216,230,96,73,A++
2503,Sneha Iyer,Robotics,31,97,65,130,166,204,70,60,A+
2504,Aryan Yadav,Java,36,125,78,119,165,228,79,78,A++
2505,Vikas Roy,Data Sci,39,148,86,100,250,201,74,81,A++
2506,Anjali Sharma,Robotics,37,126,70,122,184,235,78,77,A++
2507,Neha Sharma,Java,47,102,75,135,223,300,90,71,A++
2508,Meera Verma,Robotics,36,106,98,132,236,208,83,72,A++
2509,Meera Joshi,Data Sci,41,131,63,114,177,215,99,89,A++
2510,Sana Gupta,IoT,39,129,61,112,225,251,79,99,A++
2511,Sneha Gupta,ML,31,117,95,110,167,234,97,96,A++
2512,Vikas Roy,Web Dev,41,103,79,149,220,225,79,82,A++
2513,Nisha Patel,AI,47,124,75,105,227,299,78,66,A++
2514,Rahul Roy,AI,34,107,87,149,194,243,89,69,A++
2515,Sana Patel,Data Sci,45,141,65,102,193,261,83,70,A++
2516,Meera Iyer,IoT,42,91,66,147,164,203,96,79,A+
2517,Anjali Rana,ML,37,133,98,93,237,242,70,99,A++
2518,Rahul Singh,Data Sci,36,96,89,96,248,291,92,76,A++
2519,Aditya Deshmukh,Java,37,91,98,141,199,220,85,71,A++
2520,Vikas Joshi,Robotics,34,133,82,147,231,273,88,64,A++
2521,Rahul Gupta,Robotics,33,96,82,138,221,207,86,83,A++
2522,Meera Kapoor,Web Dev,43,126,100,119,197,285,81,94,A++
2523,Ravi Gupta,Robotics,36,127,92,121,178,201,77,87,A++
2524,Ravi Gupta,Data Sci,46,146,82,112,182,202,96,88,A++
2525,Priya Gupta,IoT,35,108,74,128,184,231,93,63,A++
2526,Neha Patel,Robotics,43,134,60,112,221,237,90,61,A++
2527,Sana Gupta,Java,49,135,82,145,169,241,81,82,A++
2528,Priya Patel,AI,43,135,74,129,205,294,73,67,A++
2529,Priya Sharma,Data Sci,46,108,73,133,220,233,80,63,A++
2530,Rahul Mehta,Java,32,148,81,144,204,216,97,100,A++
2531,Sana Sharma,Robotics,47,109,82,95,181,237,82,94,A++
2532,Aditya Patel,IoT,39,103,91,101,160,273,72,61,A++
2533,Karan Patel,AI,30,109,83,96,235,223,96,63,A++
2534,Karan Rana,ML,48,110,77,120,211,221,95,91,A++
2535,Vikas Sharma,Web Dev,49,129,90,138,172,255,81,68,A++
2536,Neha Chawla,IoT,50,145,94,92,219,292,75,93,A++
2537,Rahul Sharma,Java,31,140,96,141,196,232,96,96,A++
2538,Karan Chawla,IoT,37,122,84,142,195,260,88,67,A++
2539,Rohit Singh,ML,31,107,62,92,196,260,72,91,A++
2540,Aditya Iyer,Web Dev,35,96,63,97,250,248,100,81,A++
2541,Rohit Nair,ML,30,146,64,143,175,231,87,72,A++
2542,Sana Yadav,ML,41,136,99,97,218,222,82,93,A++
2543,Priya Nair,Robotics,48,104,88,96,249,214,78,83,A++
2544,Sana Roy,Java,45,150,61,118,211,204,91,73,A++
2545,Sneha Gupta,AI,47,143,88,127,249,265,94,83,A++
2546,Sneha Deshmukh,ML,47,121,62,128,239,263,76,89,A++
2547,Vikas Rana,ML,41,118,74,100,227,221,84,99,A++
2548,Aditya Patel,AI,37,113,64,149,218,221,88,72,A++
2549,Nisha Kapoor,Robotics,32,115,82,144,167,260,90,60,A++
2550,Meera Rana,ML,43,125,73,95,204,219,85,69,A++
2551,Divya Rana,Web Dev,43,133,91,149,194,228,72,87,A++
2552,Vikas Joshi,IoT,32,147,100,98,201,286,83,85,A++
2553,Aditya Iyer,ML,50,150,89,90,173,262,76,78,A++
2554,Neha Yadav,Web Dev,33,147,97,146,211,205,88,99,A++
2555,Sana Iyer,AI,32,149,89,146,242,270,91,85,A++
2556,Nisha Nair,ML,33,98,76,95,224,227,84,77,A++
2557,Karan Iyer,Java,43,91,97,150,235,261,78,91,A++
2558,Sana Nair,Web Dev,36,118,74,103,202,226,81,72,A++
2559,Meera Rana,Java,40,138,66,125,219,273,93,83,A++
2560,Nisha Deshmukh,Data Sci,49,101,72,134,236,250,77,74,A++
2561,Karan Iyer,Data Sci,46,144,67,136,161,258,89,65,A++
2562,Rahul Iyer,Data Sci,43,115,89,147,164,256,70,83,A++
2563,Divya Singh,ML,38,137,92,117,229,276,100,83,A++
2564,Karan Iyer,Data Sci,46,104,65,132,218,220,89,71,A++
2565,Divya Kapoor,Robotics,32,102,83,104,197,232,70,93,A++
2566,Neha Roy,Robotics,31,100,100,92,189,299,86,83,A++
2567,Divya Rana,AI,40,91,94,123,182,222,91,64,A++
2568,Aditya Verma,Data Sci,49,147,82,100,196,248,73,92,A++
2569,Divya Iyer,Robotics,45,149,75,128,173,216,87,76,A++
2570,Divya Deshmukh,Data Sci,35,128,76,108,166,240,85,80,A++
2571,Sneha Iyer,Robotics,39,101,99,141,177,282,95,65,A++
2572,Rohit Nair,Web Dev,45,104,66,142,183,236,78,85,A++
2573,Anjali Singh,AI,39,117,66,142,200,201,97,89,A++
2574,Sneha Verma,ML,42,96,91,119,197,300,88,78,A++
2575,Anjali Roy,ML,41,99,90,103,209,299,80,100,A++
2576,Vikas Singh,Data Sci,46,99,92,98,217,238,98,89,A++
2577,Ravi Chawla,AI,50,107,65,118,233,291,98,84,A++
2578,Priya Deshmukh,IoT,31,143,97,134,250,287,98,91,A++
2579,Vikas Verma,AI,31,119,60,135,207,281,82,63,A++
2580,Aditya Nair,Data Sci,47,134,73,111,197,247,70,89,A++
2581,Rohit Kapoor,Robotics,35,138,70,106,164,234,100,96,A++
2582,Sneha Sharma,Java,33,91,91,140,170,247,74,71,A++
2583,Aryan Patel,ML,35,140,65,115,209,271,83,98,A++
2584,Aditya Roy,Robotics,44,149,88,121,250,298,71,68,A++
2585,Vikas Joshi,ML,38,112,90,117,182,202,89,97,A++
2586,Nisha Yadav,Robotics,49,121,62,113,181,296,94,88,A++
2587,Ravi Kapoor,Java,39,114,89,148,244,298,70,60,A++
2588,Aditya Singh,AI,43,148,94,103,186,219,82,87,A++
2589,Aryan Mehta,IoT,32,137,90,91,245,255,100,66,A++
2590,Divya Rana,Java,40,150,72,144,168,259,98,99,A++
2591,Karan Yadav,AI,48,114,88,134,185,269,91,97,A++
2592,Rahul Mehta,Data Sci,43,141,85,100,200,256,84,77,A++
2593,Meera Gupta,Robotics,45,92,77,124,221,254,95,86,A++
2594,Sneha Gupta,Web Dev,49,141,76,138,160,223,90,77,A++
2595,Aryan Roy,Web Dev,39,138,79,120,239,266,87,65,A++
2596,Ravi Sharma,Robotics,36,147,68,132,248,283,100,96,A++
2597,Anjali Nair,ML,39,101,76,105,231,204,88,87,A++
2598,Karan Deshmukh,Data Sci,40,147,66,100,249,205,71,66,A++
2599,Aditya Mehta,Web Dev,30,103,76,105,226,279,72,82,A++
2600,Rohit Joshi,Web Dev,30,146,98,117,223,228,76,81,A++
2601,Divya Sharma,AI,47,107,98,121,230,300,79,69,A++
2602,Ravi Gupta,ML,49,117,76,114,179,255,71,65,A++
2603,Neha Roy,Web Dev,46,112,74,122,160,265,78,71,A++
2604,Ravi Mehta,IoT,35,138,93,120,235,213,74,66,A++
2605,Divya Singh,Robotics,46,104,98,115,200,261,75,74,A++
2606,Ravi Chawla,AI,48,124,73,120,195,225,86,100,A++
2607,Rahul Mehta,ML,46,95,69,115,189,288,98,61,A++
2608,Anjali Singh,ML,45,120,65,141,189,246,78,65,A++
2609,Meera Gupta,ML,42,133,93,148,175,246,96,68,A++
2610,Divya Chawla,Java,47,97,65,133,200,231,83,67,A++
2611,Aryan Sharma,ML,38,113,97,122,173,212,100,76,A++
2612,Neha Deshmukh,AI,41,136,88,95,237,203,99,64,A++
2613,Aditya Mehta,ML,50,97,93,118,212,278,72,70,A++
2614,Karan Yadav,Java,42,113,92,140,190,213,81,94,A++
2615,Ravi Roy,ML,36,121,87,125,248,236,80,70,A++
2616,Meera Sharma,Web Dev,50,130,86,128,176,254,71,82,A++
2617,Priya Kapoor,ML,39,105,99,117,181,243,73,86,A++
2618,Ravi Rana,Robotics,31,128,89,104,207,228,87,98,A++
2619,Vikas Roy,IoT,37,101,88,119,239,231,71,94,A++
2620,Vikas Yadav,Java,40,149,64,108,221,244,99,62,A++
2621,Priya Patel,Java,46,112,77,128,202,205,86,84,A++
2622,Meera Nair,ML,39,118,81,105,220,253,98,73,A++
2623,Ravi Rana,AI,43,128,96,114,209,296,79,66,A++
2624,Rohit Iyer,IoT,32,92,77,140,171,207,96,97,A++
2625,Divya Yadav,IoT,39,129,69,94,246,300,95,75,A++
2626,Neha Rana,Java,34,114,94,144,183,230,93,66,A++
2627,Rohit Rana,Data Sci,38,95,82,128,183,259,90,95,A++
2628,Anjali Singh,Java,43,91,81,123,183,300,74,88,A++
2629,Sneha Kapoor,IoT,49,119,72,99,165,271,95,73,A++
2630,Aditya Gupta,Java,31,100,76,114,169,247,85,97,A++
